NetScore	Delta_passing_attempts_MA5	Delta_passing_completions_MA5	Delta_passing_yards_MA5	Delta_passing_rating_MA5	Delta_passing_touchdowns_MA5	Delta_passing_interceptions_MA5	Delta_passing_sacks_MA5	Delta_passing_sacks_yards_lost_MA5	Delta_rushing_attempts_MA5	Delta_rushing_yards_MA5	Delta_rushing_touchdowns_MA5	Delta_receiving_targets_MA5	Delta_receiving_receptions_MA5	Delta_receiving_yards_MA5	Delta_receiving_touchdowns_MA5	Delta_kick_return_attempts_MA5	Delta_kick_return_yards_MA5	Delta_kick_return_touchdowns_MA5	Delta_punt_return_attempts_MA5	Delta_punt_return_yards_MA5	Delta_punt_return_touchdowns_MA5	Delta_defense_sacks_MA5	Delta_defense_tackles_MA5	Delta_defense_tackle_assists_MA5	Delta_defense_interceptions_MA5	Delta_defense_interception_yards_MA5	Delta_defense_interception_touchdowns_MA5	Delta_defense_safeties_MA5	Delta_point_after_attemps_MA5	Delta_point_after_makes_MA5	Delta_field_goal_attempts_MA5	Delta_field_goal_makes_MA5	Delta_punting_attempts_MA5	Delta_punting_yards_MA5	Delta_punting_blocked_MA5	Delta_Score_MA5	NA	NA
-13	DEN1961-11-19BUF	1961-11-19	5.2	12.4	-16.6	-57.32	-0.8	2.8	0	0	-7	-22.8	0.2	0	2.4	-49.6	-1	1.2	46.2	0	1.8	-5.4	0	0	0	0	-2.2	-41.2	0	0	-0.6	-1	-0.4	0	0.6	3.8	0	-7.4
-4	DEN1961-12-03BOS	1961-12-03	4.2	9.4	-32	-77.38	-1.2	2.4	0	0	-4.4	-13	-0.2	0	4.2	-32	-1.2	1.2	54.6	0.2	1.6	6.2	0.2	0	0	0	-2.2	-43	0	0	-0.8	-1.2	0	0	-0.4	-25.2	0	-8.8
9	DEN1962-09-07SDG	1962-09-07	8.6	15.4	39	-97.5	-1.6	2.8	0	0	-4	-19	0	0	8.6	39	-1.6	1	31.4	0.2	1.2	11.8	0.2	0	0	0	-2.6	-56.4	0	0	-1.2	-1.6	0.4	0.4	-1.4	-73.2	0	-10.4
37	DEN1962-10-05OAK	1962-10-05	9	14.2	77.6	-41.56	-0.8	2.4	0	0	-2	36.2	0.8	0	9	77.6	-0.8	-0.8	0.4	0.2	1.2	11.8	0.2	0	0	0	-2.4	-26.8	0	0	0.6	0.4	1	1	-2.8	-143.8	0	5.2
10	DEN1962-10-21HOU	1962-10-21	7	9.4	82.2	-35.5	-0.4	2.2	0	0	-3	37	0.6	0	7	82.2	-0.4	-1.8	-29.4	0.2	0.8	12.8	0.2	0	0	0	-2.2	-13.4	0	0	0.6	0.6	1.4	1.2	-3	-140.2	0	7.8
-7	DEN1962-10-28BUF	1962-10-28	8.2	9	79.8	6.84000000000001	0.6	1.4	0	0	0.2	30	-0.2	0	8.2	79.8	0.6	-2	-34	0.2	-0.4	15.4	0.2	0	0	0	-1.4	-3.8	0	0	1	1	1.8	1.2	-3	-125	0	9
-4	DEN1962-11-11BOS	1962-11-11	6.2	8.6	59.8	45.52	0.8	1.6	0	0	-2.8	23.2	0.4	0	6.2	59.8	0.8	-1.6	-31.6	0	-0.6	3.4	0	0	0	0	-1.6	-5.8	0	0	1	1	1.2	0.8	-2.4	-104.4	0	9
-21	DEN1962-11-18DTX	1962-11-18	2.6	6.6	-27.4	48.28	0.2	1.2	0	0	-8.6	1.8	0.2	0	2.6	-27.4	0.2	-0.6	1.6	0	-1.2	-5.8	0	0	0	0	-1.2	10.4	0	0	0.6	0.6	0.8	0.2	-2.6	-101	0	3
-1	DEN1962-11-22NYT	1962-11-22	1.8	4.8	-43	43.72	-0.2	1	0	0	-8.2	-21	-0.6	0	1.8	-43	-0.2	0	11	0	-1.6	-8	0	0	0	0	-1	7.2	0	0	-0.4	-0.6	1	0.4	-3.2	-131.8	0	-4.6
-52	DEN1963-09-07KAN	1963-09-07	0.6	7.4	-113	-45.92	-1.2	1.6	0	0	-10	-23.6	-0.8	0	0.6	-113	-1.2	2	61.2	-0.2	-0.8	-3.4	0	0	0	0	-1.6	-2.8	0	0	-2	-2.2	-0.2	0	-1.4	-45.6	0	-17
4	DEN1963-09-29BOS	1963-09-29	0.2	6.8	-74	-40.38	-1.8	1	0	0	-6	-28.8	0	0	0.2	-74	-1.8	2	66.4	-0.2	-1	-18.6	0	0	0	0	-1	-1.6	0	0	-2	-2	0.2	-0.2	-1	-29.4	0	-14.8
16	DEN1963-10-06SDG	1963-10-06	0.8	6.4	-79.8	-81.78	-2.2	0.2	0	0	1	1.4	0	0	0.8	-79.8	-2.2	1.4	30.6	-0.2	-1.4	-22.2	0	0	0	0	-0.2	15.4	0	0	-1.6	-1.8	1.6	1	-1	-22.4	0	-10.8
-9	DEN1963-10-13HOU	1963-10-13	-0.8	1.8	-49.8	-68.22	-1.8	1.2	0	0	2.2	14.6	-0.2	0	-0.8	-49.8	-1.8	0.6	8	-0.2	-1	-13.4	0	0	0	0	-1.2	5.4	0	0	-1.4	-1.6	1.4	1	-0.6	2.4	0	-8.4
-2	DEN1963-11-03BUF	1963-11-03	-1.6	2.6	-49.2	-104.58	-1.2	1.4	0	0	-1.8	-4.4	-0.2	0	-1.6	-49.2	-1.2	1.4	15.6	-0.2	-0.8	-11.4	0	0	0	0	-1.4	-13.4	0	0	-1	-1.4	0.6	0.4	1.2	82.2	0	-8.6
-5	DEN1963-11-17NYJ	1963-11-17	-2.8	-1.4	-36.2	-8.65999999999999	-0.8	0.6	0	0	1.2	5.2	0	0	-2.8	-36.2	-0.8	-0.4	-16.6	0	-1.2	-2	0	0	0	0	-0.6	-3.4	0	0	0	-0.4	1.6	1.2	-0.2	26.2	0	0.8
-16	DEN1963-11-28OAK	1963-11-28	-1.2	0.8	-43.4	-29.24	-0.8	1.4	0	0	-4.6	-17.4	-0.4	0	-2.2	-54.2	-0.8	0.2	-0.4	0	-1.2	4	0	0	0	0	-1.4	-14.8	0	0	-0.6	-1	1.2	1.4	0	38.8	0	-3.2
-21	DEN1964-09-27HOU	1964-09-27	-2.4	-2.2	-41.4	-26.78	-0.8	2.4	0	0	-8.8	-41.6	-0.6	0	-3.4	-52.2	-0.8	0.2	1.2	0	-0.8	-2.8	0	0	0	0	-2.4	-26.8	0	0	-1.4	-1.6	-0.2	0.4	0	30.6	0	-10.6
-29	DEN1964-10-04BOS	1964-10-04	0	0.2	-36.2	-45.58	-0.6	2	0	0	-7.6	-69.2	-0.8	0	-1	-47	-0.6	2.2	63.8	0	-0.8	-3.2	0	0	0	0	-2	-24.6	0	0	-1.6	-1.8	-1	-0.6	1.4	69.8	0.2	-14.6
6	DEN1964-10-11KAN	1964-10-11	0.6	-0.4	-39.2	-17.08	-0.8	1.4	0	0	-0.2	-47.6	-0.4	0	-0.4	-50	-0.8	1.2	34.6	0	-0.8	-8.8	0	0	0	0	-1.4	-16.4	0	0	-1.8	-1.6	-1	-0.4	1.8	98.8	0.2	-13
-11	DEN1964-11-08SDG	1964-11-08	2.2	-0.4	-2	-43.32	-1	1.6	0	0	-1	-56.6	-0.4	0	1.2	-12.8	-1	2.6	58.6	0	-0.6	-15.8	0	0	0	0	-1.6	-20.6	0	0	-2	-1.8	-0.8	-1	1.6	82.4	0.2	-14.2
4	DEN1964-11-15NYJ	1964-11-15	-0.8	-7	-52.4	-41.62	-1	0.2	0	0	5.8	-16.2	-0.2	0	-0.8	-52.4	-1	2.2	34.4	0	-0.4	-10	0.2	0	0	0	-0.2	7.2	0	0	-1.6	-1.2	-0.2	-1	1.8	95	0.2	-10.2
0	DEN1964-11-29OAK	1964-11-29	2.6	-0.6	-12.4	-0.639999999999995	-0.6	-0.2	0	0	7	-9.6	0	0	-0.2	-66.4	-0.8	2.6	52.2	0	-0.2	3	0.2	0	0	0	0.8	20.8	0	0	-1	-0.6	0.6	-1	2.2	106.4	0.2	-6
-11	DEN1964-12-13BUF	1964-12-13	2.6	1.2	0.4	48.96	-0.4	-1	0	0	5.8	-0.8	-0.2	0	-0.2	-53.6	-0.6	0.8	-12	0	-0.2	2.8	0.2	0	0	0	1.6	31.8	0	0	-1.2	-0.6	2.2	0.4	1.6	88.6	0	-2.4
-15	DEN1965-09-19BUF	1965-09-19	3.2	0	14	34.84	-0.2	0	0	0	2.6	-7.6	-0.8	0	0.4	-40	-0.4	2.2	36.8	0	0	12.4	0.2	0	0	0	0.6	18.8	0	0	-1.6	-1.2	1.6	-0.2	0.4	35.6	0	-6.6
3	DEN1965-10-03NYJ	1965-10-03	3.6	2.2	18.6	66.46	0.4	-0.4	0	0	6	12.8	-0.8	0	0.8	-35.4	0.2	1.2	23	0	0.6	14	0.2	0	0	0	1	33.8	0	0	-1	-0.6	1.4	0	0.4	18.2	0	-3.8
-8	DEN1965-10-10KAN	1965-10-10	4.2	7.4	27.6	57.8	0.4	0.6	0	0	4.6	22.8	-1	0	1.4	-26.4	0.2	1.4	32.8	0	0.6	12	0	0	0	0	0	17.2	0	0	-1.4	-1.2	1	0	0.4	19.8	0	-6.2
11	DEN1965-10-17HOU	1965-10-17	-0.6	-4.6	-26	38.42	0.6	-0.2	0	0	6.2	23	-1.4	0	-0.6	-26	0.6	1	33.8	0	0.6	10.2	0	0	0	0	0.2	26.2	0	0	-1	-0.8	0.4	-0.2	-0.2	-8.8	0	-4
-14	DEN1965-11-07SDG	1965-11-07	-0.6	-3.2	-51.4	-31.84	-0.4	0.2	0	0	8.8	24.6	-0.6	0	-0.6	-51.4	-0.4	1.2	51.2	0	0.8	12	0	0	0	0	-0.2	29.8	0	0	-0.8	-0.8	0.2	-0.6	-0.6	-27.2	0	-4.6
-8	DEN1965-11-21OAK	1965-11-21	2.8	7	0.2	-2.8	-0.2	0.4	0	0	7.6	35.8	0	0	0	-29.8	-0.6	0.4	36	0	0.6	6	0	0	0	0	-0.2	9.4	0	0	-0.8	-0.8	0.8	0	-0.6	-36.2	0	-3.2
-8	DEN1965-12-12BOS	1965-12-12	4.4	10	2	-23.28	-0.2	0.8	0	0	2.6	14.4	-0.2	0	1.6	-28	-0.6	0.6	31.8	0	0.4	0.6	0	0	0	0	-0.6	-2.8	0	0	-1.6	-1.6	0.6	-0.2	-0.6	-32	0	-5.4
-14	DEN1966-09-18BOS	1966-09-18	4.8	8.6	21.4	-17.6	0	0.8	0	0	-0.8	-16.4	-0.4	0	2	-8.6	-0.4	0.2	36.8	0	0	-6	0	0	0	0	-0.6	-22.2	0	0	-1.2	-1.2	0	-0.6	-0.4	-34.8	0	-6.6
-9	DEN1966-09-25NYJ	1966-09-25	5	12.8	29.2	-12.74	-0.2	1.2	0	0	-7.6	-36.2	-0.2	0	2.2	-0.8	-0.6	0.4	24.8	0	-0.8	-11.4	0	0	0	0	-1	-42.8	0	0	-1.6	-1.6	-1.4	-1	1.2	51.8	0	-10.6
2	DEN1966-10-02HOU	1966-10-02	3.4	8.2	24	19.2	0	0.8	0	0	-3.4	-4.8	-0.2	0	0.6	-6	-0.4	0	22.2	0.2	-0.4	-2	0	0	0	0	-0.6	-42.2	0	0	-1.4	-1.4	-0.8	-0.4	1	37.4	0	-7.4
-46	DEN1966-10-23KAN	1966-10-23	0.8	2.4	-29.4	-21.56	-0.8	0.8	0	0	-6.8	-82.6	-1.4	0	0.8	-29.4	-0.8	0.8	45	0.2	-0.2	5.8	0	0	0	0	-0.8	-20	0	0	-2.4	-2.4	-0.6	-0.2	1.8	75	0	-15
-14	DEN1966-11-20OAK	1966-11-20	1.2	6.8	-17.6	-22.7	-0.8	1.2	0	0	-7.8	-82.4	-1.2	0	0	-45.8	-1.2	0.6	40.2	0.2	-1	0.6	0	0	0	0	-1.2	-35	0	0	-2	-2	-0.8	-0.2	2	107	0	-16.2
3	DEN1966-11-27SDG	1966-11-27	0.4	5	-23	-62.92	-1.4	1.2	0	0	-4.4	-56.8	-0.6	0	-0.8	-51.2	-1.8	0.4	12.6	0.2	-0.4	6	0	0	0	0	-1.2	-19.8	0	0	-2	-2	0	0.4	0.8	64.8	0	-12.8
10	DEN1966-12-04MIA	1966-12-04	1.6	3.8	-6.6	-79.36	-1.2	1.8	0	0	2.2	-33	-0.4	0	0.4	-34.8	-1.6	0	12	0.2	0.6	11.6	0	0	0	0	-1.8	-26.2	0	0	-1.8	-1.8	1.4	1.2	-1	-16.6	0	-9
5	DEN1967-09-03BOS	1967-09-03	0.4	2.8	-6.8	-70.48	-0.8	0.8	0	0	2.8	-43.6	-0.6	0	-0.8	-35	-1.2	-0.2	-1	0	-0.2	-2.2	0	0	0	0	-0.8	-14.4	0	0	-1.8	-1.6	0.8	1	-0.4	27.6	0	-8.4
-14	DEN1967-09-24NYJ	1967-09-24	-2.2	-1	-32.4	-49.74	-0.4	-0.2	0	0	7.2	34.4	0	0	-3.4	-60.6	-0.8	-0.8	-19.8	0	-0.2	-9.4	0	0	0	0	0.2	-10.8	0	0	-0.8	-0.6	0.8	0.8	-0.6	20	0	-2
-1	DEN1967-10-08BUF	1967-10-08	-5	-12	-65.2	-8.69999999999999	-0.4	-1.4	0	0	12	32.6	0	0	-5	-65.2	-0.4	-0.4	-6.4	0	-0.4	-2.8	0	0	0	0	1.4	9.4	0	0	-0.4	-0.2	1.6	0.6	-0.4	19.6	0	0.6
-17	DEN1967-10-22SDG	1967-10-22	-4.4	-10.6	-79.4	13.64	-0.2	-2	0	0	6.8	-5.4	-0.6	0	-4.4	-79.4	-0.2	-0.2	16	0	-1	-21.4	0	0	0	0	2	22	0	0	-0.8	-0.6	1.4	0.2	0.6	78.6	0	-3.4
-4	DEN1967-11-05OAK	1967-11-05	-5.8	-11.4	-91.2	11.58	-0.6	-2.4	0	0	1.6	-27	-0.6	0	-5.8	-91.2	-0.6	0.8	41	0	-1.6	-28.4	0	0	0	0	2.4	31.2	0	0	-0.8	-0.6	0.8	-0.2	2	126	0	-6.2
-2	DEN1967-11-12HOU	1967-11-12	-4.2	-9.2	-69	19.66	-0.2	-1.4	0	0	-6	-62.4	-0.8	0	-4.2	-69	-0.2	1.8	65	0	-1	-14.2	0	0	0	0	1.4	12.4	0	0	-0.8	-0.8	0	-0.8	2.6	128.8	0.2	-7.6
-14	DEN1967-12-17KAN	1967-12-17	-2	-6.8	-33	-1.87999999999999	-0.6	-0.8	0	0	-7.8	-97.6	-0.4	0	-2	-33	-0.6	1.8	57	-0.2	-1.2	-19.6	0	0	0	0	0.8	24.2	0	0	-0.8	-0.8	0.2	-0.8	2.8	137.6	0.2	-7.6
-3	DEN1968-09-29BOS	1968-09-29	-2	-4.2	-23.6	-36.5	-0.8	0.2	0	0	-12.6	-80.8	-0.2	0	-2	-23.6	-0.8	1.6	44.6	-0.2	-0.8	-27	0	0	0	0	-0.2	20.2	0	0	-0.8	-0.8	-0.8	-0.8	2.6	134.4	0	-8
3	DEN1968-10-06CIN	1968-10-06	-2.2	-5	-4.2	9.4	-0.4	0.6	0	0	-13.2	-62	0	0	-2.2	-4.2	-0.4	2	50.6	-0.2	0	-4.4	0	0	0	0	-0.6	12	0	0	-0.4	-0.4	-0.8	-0.4	2.6	113.4	0	-4
7	DEN1968-10-27MIA	1968-10-27	-2	-2	-18.4	23.62	-0.4	0.8	0	0	-7.4	-34.6	0.2	0	-2	-18.4	-0.4	1.4	36.6	-0.2	-0.2	1.6	0	0	0	0	-0.8	6.2	0	0	-0.4	-0.4	-0.8	-0.2	1.6	80.2	0	-1.8
-36	DEN1968-11-10OAK	1968-11-10	-2.8	-0.4	-65	-20.14	-1.2	1.4	0	0	-7	-23	0.2	0	-2.8	-65	-1.2	1.4	38.6	-0.2	-1	-13	0	0	0	0	-1.4	-0.2	0	0	-1	-1	-0.8	-0.4	1.4	83.2	-0.2	-8.6
2	DEN1968-11-24BUF	1968-11-24	-4.4	-3.2	-37.6	14.92	0	1	0	0	-2.8	3.8	-0.4	0	-4.4	-37.6	0	2.2	53.4	0	-0.8	-4.4	0	0	0	0	-1	-16	0	0	-0.4	-0.4	-1	-0.2	0.8	36.8	0	-5.4
-24	DEN1968-12-01SDG	1968-12-01	-5	-2.8	-59	-14.32	-0.2	0.4	0	0	-3.4	-22.4	-0.8	0	-5	-59	-0.2	2.6	62	0	-1	2.2	0	0	0	0	-0.4	-14.2	0	0	-1.2	-1.2	-0.8	0	1.4	63.8	0.2	-9.6
-23	DEN1968-12-14KAN	1968-12-14	-4.6	0.8	-52.4	-48.66	-0.4	0.8	0	0	-3.6	-18.8	-1	0	-4.6	-52.4	-0.4	3	73	0	-1.6	-3.2	0	0	0	0	-0.8	-19.2	0	0	-1.6	-1.6	-1.6	-0.8	2.2	96.8	0.2	-14.8
28	DEN1969-09-14BOS	1969-09-14	-4.8	-3	-39	-27.24	0.4	-0.2	0	0	-5.4	-24	-1.2	0	-4.8	-39	0.4	3.4	71.6	0	-1.2	2	0	0	0	0	0.2	-5.4	0	0	-1	-1	-1.2	-0.8	2.6	106.6	0.2	-10.6
2	DEN1969-09-21NYJ	1969-09-21	-5.4	-7.2	-21.6	6.56000000000001	1.4	-0.2	0	0	-2.2	8	-1.2	0	-5.4	-21.6	1.4	3.2	65.4	0	-0.4	18	0	0	0	0	0.2	-3.8	0	0	0.2	0.2	-1	-0.8	1.8	58	0.2	-3
-13	DEN1969-10-05KAN	1969-10-05	-4.2	-4.8	-67	1.90000000000002	0.8	0	0	0	-6.4	-8.8	-0.8	0	-4.2	-67	0.8	3	72.8	0	-0.4	28.6	0	0	0	0	0	-11.8	0	0	-0.2	-0.2	-1.4	-1.4	3	125.4	0	-6
-10	DEN1969-10-12OAK	1969-10-12	-4.2	-4.4	-66.6	16.66	0.8	0.6	0	0	-4.4	9.8	-0.4	0	-4.2	-66.6	0.8	3.2	80.2	0	0.4	28.8	0	0	0	0	-0.6	-18.8	0	0	0.4	0.4	-1.6	-1.6	2.4	84.4	0.2	-3.2
13	DEN1969-11-02SDG	1969-11-02	-3.6	-6.8	-40.2	-5.87999999999998	1	0.6	0	0	1.2	21.4	0.2	0	-3.6	-40.2	1	2.6	62.6	0	0.8	34.2	0	0	0	0	-0.6	-17.6	0	0	1	1.2	-0.6	-1	0.4	-19.2	0.2	4
0	DEN1969-11-16HOU	1969-11-16	-5.2	-8.2	-77.4	-35.8	0.4	1.2	0	0	2.4	14	0	0	-5.2	-77.4	0.4	2.4	56.2	0	0	21.6	0	0	0	0	-1.2	-9.2	0	0	0.2	0.4	-1	-1	1	18	0.2	-1.6
11	DEN1969-12-14CIN	1969-12-14	-5	-8.2	-69.4	-32.36	0.4	0.8	0	0	7	37.4	0.2	0	-5	-69.4	0.4	2.4	57.8	0	-0.4	5.6	0	0	0	0	-0.8	-5	0	0	0.2	0.4	-1	-0.8	0.6	21.8	0.2	0.2
3	DEN1970-09-27PIT	1970-09-27	-6	-10	-75.2	-66.14	0.4	0.8	0	0	11.2	67.8	0.4	0	-6	-75.2	0.4	2.2	45.6	0	-0.8	-10.2	0	0	0	0	-0.8	2.4	0	0	0.6	0.8	-1	-0.8	-0.2	-12.4	0.2	3.4
13	DEN1970-10-04KAN	1970-10-04	-3.6	-9.6	-45.4	-37.42	1	-0.2	0	0	14.2	69.8	0.2	0	-3.6	-45.4	1	1.8	40	0	-0.8	-15.6	0	0	0	0	0.2	14.6	0	0	1	1.2	-0.2	-0.2	1	48	0	8
14	DEN1970-10-18ATL	1970-10-18	-3.8	-9.8	-86.4	-13.94	0.8	-1.4	0	0	14.2	60	0.4	0	-3.8	-86.4	0.8	1.8	37.6	0	-1.8	-24.2	0	0	0	0	1.4	34.4	0	0	1.2	1.2	-0.2	-0.2	2	106.4	0	8.2
-16	DEN1970-11-01WAS	1970-11-01	0.6	-0.4	-38.2	-9.73999999999999	0.4	-0.6	0	0	11.2	66.8	0.4	0	0.6	-38.2	0.4	1.6	32.8	0	-0.6	-8.2	0	0	0	0	0.6	13.6	0	0	1	0.8	-0.2	-0.4	1.2	53	0	5
-5	DEN1970-11-15OAK	1970-11-15	1.6	4.2	-31.4	-43.54	-0.4	-0.2	-0.2	0	7.8	42	0.6	0	1.6	-31.4	-0.4	1.8	34.6	0	0	1.6	0	0	0	0	0.2	12.6	0	0	0.2	0.2	0.2	0	1.6	57.6	0	1.8
0	DEN1970-12-13SDG	1970-12-13	2.4	6	-20.4	-9.76	-0.8	0	-0.2	0	4.6	34.4	1	0	2.4	-20.4	-0.8	1.8	39.2	0	0.4	4.2	0	0	0	0	0	13.4	0	0	0	0	0.6	0.4	0.8	29	0	1.2
-14	DEN1970-12-20CLE	1970-12-20	1	6.4	-48.8	-48.06	-1.4	0.8	-0.2	0	5.4	50.4	1.2	0	1.6	-38.4	-1.2	2	37.2	0	-0.4	1	0	0	0	0	-0.8	7.2	0	0	-0.6	-0.6	0	0	-0.4	-23.2	0	-4.2
0	DEN1971-09-19MIA	1971-09-19	0.2	5.6	-41	-21.64	-1.4	1.6	-0.2	0	3	44.6	0.8	0	0.8	-30.6	-1.2	2	40.4	0	-0.4	-10.6	0	0	0	0	-1.6	-11.6	0	0	-1	-1	-0.4	0	0.4	5.8	0	-7
-13	DEN1971-10-03KAN	1971-10-03	0.2	3.6	-26.2	-12.28	-1	1.6	-0.2	0	1.6	29.8	0.8	0	0.8	-15.8	-0.8	2.2	49	0	-0.6	-23.8	0	0	0	0	-1.6	-25.4	0	0	-1	-0.8	-0.6	-0.2	1.6	68.6	0	-6.4
-11	DEN1971-10-10OAK	1971-10-10	0.4	0.8	2.6	23.18	-0.6	1.4	-0.4	0	-2	11.2	0.4	0	1	13	-0.4	1.6	30.2	0	-0.8	-30.2	0	0	0	0	-1.4	-36	0	0	-1	-1	-0.6	-0.2	1.4	66.2	0	-7.6
4	DEN1971-10-17SDG	1971-10-17	-1.8	-5	-25	18.22	-0.6	1	-0.4	0	7.6	35.8	0.4	0	-1.2	-14.6	-0.4	0.8	8.8	0	-1.6	-34	0	0	0	0	-1	-28.2	0	0	-0.8	-0.8	-1	-0.4	2.2	94.8	0	-6.8
-4	DEN1971-11-07DET	1971-11-07	-0.2	-4.4	-11	41.92	-0.4	0.6	-0.4	0	5.4	4.4	0.2	0	-0.2	-11	-0.4	0.6	14.8	0	-1.4	-30.6	0	0	0	0	-0.6	-20.6	0	0	-0.6	-0.6	-0.8	-0.2	2.6	105.6	0	-4.8
-14	DEN1971-11-14CIN	1971-11-14	-1.6	-4.8	-38.8	-2.12	-0.6	0.8	-0.4	0	2.6	-11	0	0	-1.6	-38.8	-0.6	0.6	16.2	0	-0.8	-10.6	0	0	0	0	-0.8	-20	0	0	-1	-1	-0.6	-0.2	2	86.2	0	-7.6
3	DEN1971-12-05CHI	1971-12-05	-2.4	-9.2	-50.6	-5.34	-0.6	0	-0.4	0	8.4	14.6	0	0	-2.4	-50.6	-0.6	0	4.2	0	-1.4	-14.6	0	0	0	0	0	-0.8	0	0	-0.8	-0.8	0	0.4	0.6	12.2	0	-4.4
13	DEN1972-09-17HOU	1972-09-17	-3	-10.2	-57.8	-12.52	-0.8	-0.2	0	0	14.4	63	0.6	0	-3	-57.8	-0.8	-0.4	-4.4	0	-2	-15.4	0	0	0	0	0.2	7.8	0	0	-0.2	-0.2	0	0.6	0.2	-15.4	0	0.4
-21	DEN1972-10-01KAN	1972-10-01	-0.4	-2.4	-14.2	-33.34	-1	0.2	0	0	6.4	36.8	0.4	0	-0.4	-14.2	-1	-0.6	-10.2	0	-0.8	1.8	0	0	0	0	-0.2	-11	0	0	-1	-1	0.4	0.8	1.4	36.8	0	-4.6
-3	DEN1972-10-15MIN	1972-10-15	-2.4	-3.8	-6.4	-32.2	-0.8	0.8	0	0	5.6	48.4	0.6	0	-2.4	-6.4	-0.8	-0.6	-27.4	0	-0.8	3.8	0	0	0	0	-0.8	-29.6	0	0	-0.8	-0.8	-0.2	0	1.4	41	0	-4.4
-7	DEN1972-10-29CLE	1972-10-29	-1	-4.6	16.8	-7.43999999999999	-0.6	0.6	0	0	7.6	74.6	0.6	0	-0.8	16	-0.6	-0.2	-15.6	0	-0.4	4	0	0	0	0	-0.6	-27.6	0	0	-0.6	-0.6	0	0	1	16.6	0	-3
-17	DEN1972-11-19OAK	1972-11-19	-0.6	-0.2	19.2	-15.98	-0.6	1	-0.2	0	-2.6	23.4	0.2	0	-0.4	18.4	-0.6	0.8	16.2	0	-0.2	11	0	0	0	0	-1	-29.2	0	0	-1	-1	-0.2	-0.4	1.6	56.6	0	-7
25	DEN1972-12-10SDG	1972-12-10	-3.2	-4.8	-33	-12.72	-0.2	1	-0.2	0	-5.2	1	0.2	0	-3	-33.8	-0.2	0.8	23.6	0	0.2	26.4	0.2	0	0	0	-1	-28.6	0	0	-0.4	-0.4	-0.6	-1	2.2	98.2	0	-4.6
24	DEN1972-12-17NWE	1972-12-17	-3	-8.2	-17.4	32.18	0.6	0.6	-0.2	0	-4.2	0.6	0.2	0	-2.8	-18.2	0.6	0.6	17.4	0	0.2	27.8	0.2	0	0	0	-0.6	-13.8	0	0	0.8	0.8	-0.4	-0.8	-0.2	-5.2	0	4.4
18	DEN1973-09-16CIN	1973-09-16	-3.8	-10.4	-23.6	20.72	0.6	0.2	-0.2	0	-1.8	-2	0.6	0	-3.6	-24.4	0.6	-0.6	0	0	0	24.2	0.2	0	0	0	-0.2	4	0	0	1.4	1.4	-0.2	-0.4	0	-0.6	0	8.6
-2	DEN1973-09-23SFO	1973-09-23	-3	-8.4	-10.4	18.26	1	1	-0.2	0	-2.6	-14	0.6	0	-3	-10.4	1	-1	-12.4	0	0	27.4	0.2	0	0	0	-1	-5.6	0	0	1.8	1.8	-1	-1	-0.4	-20.4	0	9.6
-19	DEN1973-09-30CHI	1973-09-30	-0.4	-6.2	22.8	27.7	0.8	1	0	0	-3	-8.4	1	0	-0.4	22.8	0.8	-1.8	-33	0	0.4	34.8	0.2	0	0	0	-1	-11.8	0	0	2	2	-1.6	-1.6	-1	-46.8	0	9.2
0	DEN1973-10-22OAK	1973-10-22	1.6	0.2	22	-13.18	0.2	1.4	-1.2	0	-3.6	-29.6	0.8	0	1.6	22	0.2	-1.6	-37.6	0	0.4	24.2	0	0	0	0	-1.4	-16.2	0	0	1.2	1.2	-1	-1.4	-1	-48.2	0	4.2
11	DEN1973-11-11SDG	1973-11-11	1.8	2.6	18.2	-36.44	0.2	1.6	-1.2	0	-2.6	-21	0.8	0	1.8	18.2	0.2	-1.6	-46.6	0	0	9.8	0	0	0	0	-1.6	-26.2	0	0	1	0.8	-1.4	-1.8	-0.4	-16.6	0	1.6
4	DEN1973-11-25KAN	1973-11-25	3	3.4	28.8	-17.38	0.4	1.4	-1.2	0	-7	-36.4	0.2	0	2.8	27	0.4	-0.8	-28.4	0	1	31	0	0	0	0	-1.4	-34	0	0	0.6	0.4	-1.4	-1.8	0.8	41.6	0	-1.2
-12	DEN1973-12-02DAL	1973-12-02	2.2	5.4	13.2	-34.34	-0.2	0.8	-1.2	0	-8.6	-30.8	0.4	0	2	11.4	-0.2	-0.8	-26	0	0.4	21.2	0	0	0	0	-0.8	-31.2	0	0	0.2	0	-1.4	-1.4	2.6	137	0	-3.2
-7	DEN1974-09-15RAM	1974-09-15	-0.4	3	-23	-36.44	0	0.4	-1.2	0	-7.4	-23.2	0.4	0	-0.6	-24.8	0	0	-25.4	-0.2	0	15.4	0	0	0	0	-0.4	-19.8	0	0	0.2	0	-0.8	-0.6	3.4	170	0	-0.8
0	DEN1974-09-22PIT	1974-09-22	-3	-1.6	-13	14.98	1	0	0	0	-8.2	-17.4	-0.4	0	-3.2	-14.8	1	0.2	-15.4	-0.2	0	8.8	0	0	0	0	0	-4.4	0	0	0.2	0	-1.2	-0.6	3.6	175.8	0	-0.8
